Collected,Name,Type,Slot,Size,Mass,Rating,Category,Integrity,No Repairs,Coverage,Special Trait,Life,Energy Upkeep,Matter Upkeep,Heat Generation,Energy Generation,Energy Storage,Power Stability,Time/Move,Mod/Extra,Drag,Energy/Move,Heat/Move,Support,Penalty,Burnout,Special,Range,Shot Energy,Shot Matter,Shot Heat,Recoil,Targeting,Delay,Overload Stability,Waypoints,Arc,Wide,Projectile Count,Damage Min,Damage Max,Damage Type,Critical,Penetration,Heat Transfer,Spectrum,Disruption,Salvage,Explosion Radius,Explosion Arc,Explosion Damage Min,Explosion Damage Max,Falloff,Chunks,Explosion Type,Explosion Heat Transfer,Explosion Spectrum,Explosion Disruption,Explosion Salvage,Effect,Description,Hackable Schematic,Fabrication Number,Fabrication Time,Fabrication Components,Studyable,Supporter Attribution
"1","Supercharged Sigix Terminator","Launcher","Weapon","2","20","10","Alien","100","1","220","Disposable (1)","","","","","","","","","","","","","","","","","24","","","","","","","","10","","","1","","","","","","","","","","40","","1500","1500","10","3-6","Thermal","Deadly (120)","","","-500","","","","","","","","",
"2","Containment Facilitator","Launcher","Weapon","1","6","9","Prototype","120","1","110","Disposable (1)","","","","","","","","","","","","","","","","","16","","","","","20","","","","","","1","","","","","","","","","","6","","1","1","","1","Special","","","","","Holds targets in place. Also cancels a flying/hovering target's 10%/5% bonus to dodge for the duration.","","","","","","","",
"22","Dirty Datajack","Special Melee Weapon","Weapon","1","1","6","","20","1","10","Disposable (20)","","","","","","","","","","","","","","","","","2","15","","15","","20","-150","","","","","1","1","3","Piercing","","","","","","","","","","","","","","","","","","Performs a random hack on any standard 0b10 Swarmer, Cutter, Grunt, Brawler, Duelist, Sentry, Demolisher, Specialist, Hunter, Heavy, or Behemoth variant.
 <no_stack>","","","","","","","DaddyDoc",
"115","Datajack","Special Melee Weapon","Weapon","1","1","1","","10","","20","","","","","","","","","","","","","","","","","","2","5","","3","","","-50","","","","","1","","","Special","","","","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after using a RIF Installer inside a Garrison, and with Relay Couplers.","Active melee Datajacks can be used in an attempt to disarm or reprogram known traps by moving into them (10% chance).","1","2","51/25/17","","1","",
"77","Imp. Datajack","Special Melee Weapon","Weapon","1","1","3","","20","","20","","","","","","","","","","","","","","","","","","2","9","","5","","","-100","","","","","1","","","Special","","","","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after using a RIF Installer inside a Garrison, and with Relay Couplers.","Active melee Datajacks can be used in an attempt to disarm or reprogram known traps by moving into them (10% chance).","1","2","73/36/24","","1","Harun",
"67","Adv. Datajack","Special Melee Weapon","Weapon","1","1","7","","30","","20","","","","","","","","","","","","","","","","","","2","12","","7","","","-150","","","","","1","","","Special","","","","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after using a RIF Installer inside a Garrison, and with Relay Couplers.","Active melee Datajacks can be used in an attempt to disarm or reprogram known traps by moving into them (10% chance).","1","2","117/58/39","","1","Berko",
"219","Remote Datajack","Special Weapon","Weapon","1","3","4","","70","","50","","","","","","","","","","","","","","","","","","12","","5","5","","10","-50","","","","","1","","","Special","","","","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after using a RIF Installer inside a Garrison, and with Relay Couplers.","","1","2","84/42/28","","1","Troels Damgaard",
"176","Imp. Remote Datajack","Special Weapon","Weapon","1","4","6","","80","","50","","","","","","","","","","","","","","","","","","14","","7","7","","20","-75","","","","","1","","","Special","","","","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after using a RIF Installer inside a Garrison, and with Relay Couplers.","","1","2","106/53/35","","1","Robot Parking",
"154","Adv. Remote Datajack","Special Weapon","Weapon","1","5","8","","90","","50","","","","","","","","","","","","","","","","","","16","","10","10","","20","-100","","","","","1","","","Special","","","","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after using a RIF Installer inside a Garrison, and with Relay Couplers.","","1","2","128/64/42","","1","ironpotato",
"7","Exp. Remote Datajack","Special Weapon","Weapon","1","3","9","Prototype","100","1","50","","","","","","","","","","","","","","","","","","16","","7","7","","30","-100","","","","","1","","","Special","","","","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after using a RIF Installer inside a Garrison, and with Relay Couplers.","","","","","","","",
"31","Gui. Remote Datajack","Special Weapon","Weapon","1","5","9","Prototype","100","1","50","","","","","","","","","","","","","","","","","","16","","10","10","","","","","2","","","1","","","Special","","","","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after using a RIF Installer inside a Garrison, and with Relay Couplers.","","","","","","","Meldaran",
"37","ME-RLN's Wand","Special Weapon","Weapon","1","3","9","Prototype","200","1","30","","","","","","","","","","","","","","","","","","24","","2","2","","","","","2","","","1","","","Special","","","","","","","","","","","","","","","","","","Penetrates target robot just enough to enable system access for hacking. Also a base 50% chance to rewire temporarily disabled hostiles, further modified by any offensive hackware. Can be used to parse almost any robot system. Many more hacking options available after using a RIF Installer inside a Garrison, and with Relay Couplers.","","","","","","","",
"1","System Spiker","Special Weapon","Weapon","1","5","9","Prototype","110","1","110","Disposable (6)","","","","","","","","","","","","","","","","","16","","","","","","","","","","","1","","","Special","","","","","","","6","","1","1","","1","Special","","","","","","Shuts down all active targets for 15-25 turns. No effect on those immune to disruption.","","","","","","",
"1","CY-PHR's Mindspike","Special Weapon","Weapon","1","3","10","Prototype","65","1","110","Disposable (10)","","","","","","","","","","","","","","","","","18","","","","","","","","","","","1","","","Special","","","","","","","8","","1","1","","1","Special","","","","","","Shuts down all active targets for 40-60 turns, unless immune to disruption. Against Cogmind specifically disables 4-6 active parts.","","","","","","",
"18","Field Lobotomy Kit","Special Weapon","Weapon","1","8","9","Prototype","130","1","110","Disposable (5)","","","","","","","","","","","","","","","","","16","","","","","30","100","","","","","1","","","Special","","","","","","","","","","","","","","","","","","100% chance to instantly assimilate any robot without disruption immunity. No effect on unpowered, unconnected, or broken bots.","","","","","","","",
"20","Mining Laser","Special Weapon","Weapon","1","1","1","","30","","100","","","","","","","","","","","","","","","","","","2","40","","100","","-20","200","","","","","1","24","24","Thermal","","","High (50)","","","-20","","","","","","","","","","","","","","1","3","51/25/17","","1","Karlito",
"1","Mak. Laser Shovel","Special Weapon","Weapon","1","2","4","Prototype","75","1","100","","","8","","","","","","","","","","","","","","","2","30","","75","","","200","","","","1","1","5","5","Thermal","","100","","","","","","","","","","","","","","","","While active, moving towards a wall, earth, or machine automatically disintegrates it. Requires at least 2 momentum. Energy upkeep: 8.","","","","","","","",
"2","LU-1G1's Laser Shovel","Special Weapon","Weapon","1","3","5","Prototype","110","1","100","","","6","","","","","","","","","","","","","","","2","25","","60","","","200","","","","1","1","5","5","Thermal","","100","","","","","","","","","","","","","","","","While active, moving towards a wall, earth, or machine automatically disintegrates it. Energy upkeep: 6.","","","","","","","",
"2","Welding Torch","Special Weapon","Weapon","1","1","1","","30","","100","","","","","","","","","","","","","","","","","","2","20","","20","","-20","20","","","","","1","2","4","Thermal","","","Low (25)","","","","","","","","","","","","","","","","","1","3","51/25/17","","1","Ruludos",
"92","Plasma Cutter","Special Weapon","Weapon","1","1","2","","30","","80","","","","","","","","","","","","","","","","","","3","16","","20","","-10","100","","","","","1","10","12","Thermal","5% Sever","","Medium (37)","","","","","","","","","","","","","","","While active, repeatedly move into a machine or blast door to dismantle it, where targets with higher armor take longer to dismantle. Each step of the process takes 3 turns, and progress is reported as the number of turns remaining to complete dismantling. Dismantling an explosive machine takes it apart without triggering an explosion.","","1","2","62/31/20","","1","db48x",
"75","Imp. Plasma Cutter","Special Weapon","Weapon","1","2","6","","45","","80","","","","","","","","","","","","","","","","","","3","16","","20","","-10","100","","","","","1","14","18","Thermal","10% Sever","","Medium (37)","","","","","","","","","","","","","","","While active, repeatedly move into a machine or blast door to dismantle it, where targets with higher armor take longer to dismantle. Each step of the process takes 2 turns, and progress is reported as the number of turns remaining to complete dismantling. Dismantling an explosive machine takes it apart without triggering an explosion.","","1","2","106/53/35","","1","Flappity",
"1","Exp. Plasma Cutter","Special Weapon","Weapon","1","2","8","Prototype","60","1","80","","","","","","","","","","","","","","","","","","3","14","","16","","-10","50","","","","","1","16","24","Thermal","15% Sever","","Low (25)","","","15","","","","","","","","","","","","While active, repeatedly move into a machine or blast door to dismantle it, where targets with higher armor take longer to dismantle. Each step of the process takes 1 turns, and progress is reported as the number of turns remaining to complete dismantling. Dismantling an explosive machine takes it apart without triggering an explosion.","","","","","","","",
"16","CPS Tube","Special Weapon","Weapon","1","1","3","","10","","50","Disposable (2)","","","","","","","","","","","","","","","","","12","","","","","30","","","","","","1","","","Special","","","","","","","","","","","","","","","","","","Enables full recovery of all salvagable parts from a target, which take no further damage from the salvaging process and cannot be fried, melted, or corrupted. No effect on matter recovery, and cannot interfere with self-destruction routines.","","","1","73/36/24","","","",
"4","Multitool","Special Weapon","Weapon","1","2","2","","30","","100","","","","","","","","","","","","","","","","","","2","25","10","30","","-10","","","","","","1","4","10","Thermal","","","Low (25)","","10","10","","","","","","","","","","","","While active, move into 0b10 machines to repair a piece. Target's interactive part must be intact.

Can also move into a Terminal's interactive part to reconfigure it, wiping all direct hacks and applying a modifier to all subsequent indirect hacks, but causing tracing to begin immediately.

Either action costs 10 matter and 2 turns.","","","1","62/31/20","","","",
