Collected,Name,Type,Slot,Size,Mass,Rating,Category,Integrity,No Repairs,Coverage,Special Trait,Life,Energy Upkeep,Matter Upkeep,Heat Generation,Energy Generation,Energy Storage,Power Stability,Time/Move,Mod/Extra,Drag,Energy/Move,Heat/Move,Support,Penalty,Burnout,Siege,Range,Shot Energy,Shot Matter,Shot Heat,Recoil,Targeting,Delay,Overload Stability,Waypoints,Arc,Projectile Count,Damage,Damage Type,Critical,Penetration,Heat Transfer,Spectrum,Disruption,Salvage,Explosion Radius,Explosion Damage,Falloff,Explosion Type,Explosion Heat Transfer,Explosion Spectrum,Explosion Disruption,Explosion Salvage,Effect,Description,Hackable Schematic,Fabrication Number,Fabrication Time,Fabrication Components
"36","Greatsword","Slashing Weapon","Weapon","2","5","4","","140","","160","","","","","","","","","","","","","","","","","","2","10","","5","","","100","","","","1","42-59","Slashing","20% Sever","","","","","","","","","","","","","","","","1","2","84/42/28","",
"47","Power Sword","Slashing Weapon","Weapon","1","3","5","","60","","15","","","","","","","","","","","","","","","","","","2","8","","5","","","50","","","","1","31-48","Slashing","10% Sever","","","","","","","","","","","","","","","","1","2","95/47/31","",
"4","Falx","Slashing Weapon","Weapon","1","4","5","","60","","15","","","","","","","","","","","","","","","","","","2","5","","5","","","100","","","","1","36-48","Slashing","20% Sever","","","","","","","","","","","","","","","","1","2","95/47/31","",
"1","Carbide Saw","Slashing Weapon","Weapon","1","3","5","","50","","40","","","","","","","","","","","","","","","","","","2","8","","6","","","100","","","","1","15-24","Slashing","35% Sever","","","","","","","","","","","","","","","","1","2","95/47/31","",
"3","Segregator","Slashing Weapon","Weapon","1","3","5","","60","1","40","","","","","","","","","","","","","","","","","","2","10","","10","","","100","","","","1","10-20","Thermal","","","","","","","","","","","","","","","","Overloads the highest-listed active power source to create a powerful directed charge that blasts up to four components clean off the target.","","","","",
"1","Tearclaws","Slashing Weapon","Weapon","2","10","5","","80","1","80","","","","","","","","","","","","","","","","","","2","60","","20","","","100","","","","1","5-30","Slashing","","","","","","","","","","","","","","","","20% chance to rip component off target.","","","","",
"28","Phasing Sabre","Slashing Weapon","Weapon","1","4","6","","65","1","15","","","","","","","","","","","","","","","","","","2","12","","10","","","50","","","","1","30-53","Slashing","10% Sever","","","","","","","","","","","","","","","","","1","106/53/35","",
"7","Plasma Sword","Slashing Weapon","Weapon","1","3","6","Prototype","65","","15","","","","","","","","","","","","","","","","","","2","10","","8","","","50","","","","1","33-53","Slashing","10% Sever","","","","","","","","","","","","","","","","1","1","169/84/56","",
"8","Ionic Axe","Slashing Weapon","Weapon","1","4","6","Prototype","65","","15","","","","","","","","","","","","","","","","","","2","10","","5","","","50","","","","1","33-59","Slashing","10% Sever","","","","","","","","","","","","","","","","1","1","169/84/56","",
"1","Dual-blade Saw","Slashing Weapon","Weapon","1","4","7","","70","","40","","","","","","","","","","","","","","","","","","2","9","","7","","","100","","","","1","18-29","Slashing","40% Sever","","","","","","","","","","","","","","","","1","2","117/58/39","",
"16","Vibroblade","Slashing Weapon","Weapon","1","4","7","Prototype","50","","5","","","","","","","","","","","","","","","","","","2","8","","5","","","50","","","","1","36-62","Slashing","10% Sever","","","","","","","","","","","","","","","","1","1","187/93/62","",
"4","Molecular Scythe","Slashing Weapon","Weapon","1","4","7","Prototype","70","","15","","","","","","","","","","","","","","","","","","2","5","","5","","","50","","","","1","38-64","Slashing","15% Sever","","","","","","","","","","","","","","","","1","1","187/93/62","",
"3","Centrium Greatsword","Slashing Weapon","Weapon","2","5","7","Prototype","220","","200","","","","","","","","","","","","","","","","","","2","10","","5","","","100","","","","1","59-75","Slashing","25% Sever","","","","","","","","","","","","","","","","1","1","187/93/62","",
"1","Master Tearclaws","Slashing Weapon","Weapon","2","12","7","","180","1","100","","","","","","","","","","","","","","","","","","2","80","","30","","","100","","","","1","5-10","Slashing","","","","","","","","","","","","","","","","40% chance to rip component off target.","","","","",
"3","Longsword +1","Slashing Weapon","Weapon","1","3","7","Prototype","90","1","15","","","","","","","","","","","","","","","","","","2","10","","2","","20","","","","","1","35-55","Slashing","10% Sever","","","","","","","","","","","","","","","","","","","",
"28","Nanosword","Slashing Weapon","Weapon","1","2","8","Prototype","60","","5","","","","","","","","","","","","","","","","","","2","7","","5","","","50","","","","1","40-70","Slashing","10% Sever","","","","","","","","","","","","","","","","1","1","204/102/68","",
"2","Particle Cleaver","Slashing Weapon","Weapon","1","2","8","Prototype","30","1","100","","","","","","","","","","","","","","","","","","2","12","","5","","","50","","","","1","40-80","Slashing","15% Sever","","","","","","","","","","","","","","","","","","","",
"9","1C-UTU's Sword "Lootmaker"","Slashing Weapon","Weapon","1","2","8","Prototype","100","1","15","","","","","","","","","","","","","","","","","","2","6","","5","","10","","","","","1","30-50","Slashing","15% Sever","","","","","5","","","","","","","","","","","","","","",
"51","1C-UTU's Sword "Choppy"","Slashing Weapon","Weapon","1","2","8","Prototype","100","1","15","","","","","","","","","","","","","","","","","","2","6","","5","","-10","","","","","1","40-80","Slashing","25% Destroy","","","","","","","","","","","","","","","","","","","",
"79","Sigix Broadsword","Slashing Weapon","Weapon","2","10","10","Alien","300","1","800","","","5","","","","","","","","","","","","","","","2","20","","5","","","100","","","","1","50-100","Slashing","25% Sever","","","","","","","","","","","","","","Regenerates integrity at a rate of 2 per turn. Must be active, and requires 5 energy.
 <parallel_ok>","","","","","",
"33","Spear","Piercing Weapon","Weapon","1","2","4","","41","","10","","","","","","","","","","","","","","","","","","2","5","","5","","","50","","","","1","21-35","Piercing","5% Puncture","","","","","","","","","","","","","","","","1","2","84/42/28","",
"19","Mak. Spear","Piercing Weapon","Weapon","1","2","4","","41","1","10","","","","","","","","","","","","","","","","","","2","5","","5","","-10","","","","","1","21-35","Piercing","5% Puncture","","","","","","","","","","","","","","","","","2","84/42/28","",
"33","CR-A16's Pointy Stick","Piercing Weapon","Weapon","1","3","4","","60","1","10","","","","","","","","","","","","","","","","","","2","5","","5","","-20","100","","","","1","30-35","Piercing","5% Puncture","","","","","","","","","","","","","","","","","","","",
"24","Hvy. Pick","Piercing Weapon","Weapon","1","3","5","","45","","10","","","","","","","","","","","","","","","","","","2","5","","5","","","100","","","","1","23-40","Piercing","5% Puncture","","","","","","","","","","","","","","","","1","2","95/47/31","",
"21","Lance","Piercing Weapon","Weapon","1","3","6","","49","","10","","","","","","","","","","","","","","","","","","2","5","","5","","","50","","","","1","24-45","Piercing","5% Puncture","","","","","","","","","","","","","","","","1","2","106/53/35","",
"7","Kinetic Spear","Piercing Weapon","Weapon","1","2","6","Prototype","60","","10","","","","","","","","","","","","","","","","","","2","8","","5","","","50","","","","1","26-50","Piercing","5% Puncture","","","","","","","","","","","","","","","","1","1","169/84/56","",
"24","Force Lance","Piercing Weapon","Weapon","1","6","7","","53","","10","","","","","","","","","","","","","","","","","","2","8","","6","","","100","","","","1","20-60","Piercing","10% Puncture","","","","","","","","","","","","","","","","1","1","117/58/39","",
"75","Plasma Lance","Piercing Weapon","Weapon","1","3","7","Prototype","70","","10","","","","","","","","","","","","","","","","","","2","10","","10","","","50","","","","1","28-55","Piercing","5% Puncture","","","","","","","","","","","","","","","","1","1","187/93/62","",
"16","Enh. Force Lance","Piercing Weapon","Weapon","1","8","8","","56","","10","","","","","","","","","","","","","","","","","","2","10","","5","","","100","","","","1","25-65","Piercing","10% Puncture","","","","","","","","","","","","","","","","1","1","128/64/42","",
"19","Vortex Lance","Piercing Weapon","Weapon","1","4","8","Prototype","80","1","10","Unstable","","","","","","","","","","","","","","","","","2","5","","2","","","","","","","1","60-100","Entropic","35% Sunder","","","","","-5","","","","","","","","","","","","","","",
"70","CR-A16's Behemoth Slayer","Piercing Weapon","Weapon","1","2","8","Prototype","80","1","5","","","","","","","","","","","","","","","","","","2","50","","20","","","50","","","","1","20-50","Piercing","20% Puncture","","","","","","","","","","","","","","","","","","","",
"17","Blade Trap","Trap","N/A","1","1","1","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Severs 1-3 components from victim, damaging each by 12-20% of remaining integrity. Drop on the ground and use > or right-click on self to install trap.","","","","",
"1","Segregator Trap","Trap","N/A","1","1","6","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blows 2-4 components off victim, damaging each by 20-33% of remaining integrity. Drop on the ground and use > or right-click on self to install trap.","","","","",
"9","Explosive Trap","Trap","N/A","1","1","2","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Explodes for 20-48 explosive damage with a radius of 3 (falloff: 8; salvage -8). Drop on the ground and use > or right-click on self to install trap.","","","","",
"11","Heavy Explosive Trap","Trap","N/A","1","1","4","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Explodes for 41-83 explosive damage with a radius of 4 (falloff: 12; salvage -12). Drop on the ground and use > or right-click on self to install trap.","","","","",
"2","Tiamat Bomb Trap","Trap","N/A","1","1","5","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Explodes for 46-92 explosive damage with a radius of 4 (falloff: 13; salvage -13). Drop on the ground and use > or right-click on self to install trap.","","","","",
"1","Fusion Bomb Trap","Trap","N/A","1","1","6","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Explodes for 57-109 explosive damage with a radius of 5 (falloff: 15; salvage -15). Drop on the ground and use > or right-click on self to install trap.","","","","",
"1","Hellfire Trap","Trap","N/A","1","1","7","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Explodes for 57-109 explosive damage with a radius of 4 (falloff: 7; salvage -20). Drop on the ground and use > or right-click on self to install trap.","","","","",
"1","Armageddon Trap","Trap","N/A","1","1","9","","10","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Explodes for 100-140 explosive damage with a radius of 10 (falloff: 3; salvage -30). Drop on the ground and use > or right-click on self to install trap.","","","","",
